Période;Valeur;Code;Type;Sous-type;Base;Population;Zone concernée;Code COICOP;Désignation COICOP;Série arrêtée;Référence INSEE
2022-08-01;115.23;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;05.6.2.2;Nettoyage d'articles textiles hors vêtement;Non;1763618
2022-08-01;122.66;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;07.2.3.0;Entretien et réparation de véhicules particuliers;Non;1763661
2022-08-01;91.57;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;08.3.0.3;Service d'accès à internet;Non;1763696
2022-08-01;79.4;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;09.1.3;Matériel de traitement de l'information;Non;1763708
2022-08-01;108.85;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;09.2.2.1;Instruments de musique;Non;1763724
2022-08-01;109.98;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;09.3.4.2;Produits pour animaux domestiques;Non;1763741
2022-08-01;111.45;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;09.4.2.3;Redevances et abonnements audio-visuels;Non;1763751
2022-08-01;106.07;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;11.1.2.0;Cantines;Non;1763787
2022-08-01;150.15;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;11.2;Services d'hébergement;Non;1763788
2022-08-01;101.09;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;12.1.3.1;Articles de soins corporels non électriques;Non;1763802
2022-08-01;115.11;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;12.4.0;Protection sociale;Non;1763814
2022-08-01;111.17;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;12.6.2.1;Frais de banques et de change;Non;1763827
2022-08-01;112.02;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.2.1;Café, thé et cacao;Non;1763933
2022-08-01;98.57;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;03.2.1;Chaussures diverses;Non;1763973
2022-08-01;117.97;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;04.3.1;Fournitures pour travaux d'entretien et de réparation des logements;Non;1763984
2022-08-01;117.97;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;04.3.1.0;Fournitures pour travaux d'entretien et de réparation des logements;Non;1763985
2022-08-01;105.83;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;04.4.1.0;Alimentation en eau;Non;1763994
2022-08-01;167.3;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;04.5.2;Gaz;Non;1764005
2022-08-01;212.44;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;04.5.3;Combustibles liquides;Non;1764008
2022-08-01;101.76;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;06.1.3.1;Optique médicale;Non;1764077
2022-08-01;108.83;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;07.2.4.3;Leçons de conduite, examen, permis et contrôle technique automobile;Non;1764114
2022-08-01;74.39;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.1.1.2;Appareils d'enregistrement et de reproduction du son et de l'image;Non;1764151
2022-08-01;86.61;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.1.2.1;Appareils photo et caméras;Non;1764154
2022-08-01;109.96;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.3.5.0;Services vétérinaires et autres services pour animaux de compagnie;Non;1764192
2022-08-01;108.38;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.5.1.1;Ouvrages de littérature générale;Non;1764208
2022-08-01;113.2;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;12.1.1.1;Coiffure pour hommes et enfants;Non;1764245
2022-08-01;126.67;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;Services : Transports;Non;1764307
2022-08-01;112.2;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ménages du premier quintile de la distribution des niveaux de vie;France;;Ensemble hors tabac;Non;1766924
2022-08-01;3.5;A;Indice des prix à la consommation;Glissement annuel;Base 2015;Ensemble des ménages;France métropolitaine;;Produits manufacturés;Non;1768599
2022-08-01;1.3;A;Indice des prix à la consommation;Variations mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;Autres produits manufacturés;Non;1768660
2022-08-01;0.8;A;Indice des prix à la consommation;Variations mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;Autres services;Non;1768666
2022-08-01;117.52;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Guadeloupe;;Alimentation y compris tabac;Non;1769708
2022-08-01;110.24;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Guadeloupe;;Ensemble hors produits frais;Non;1769713
2022-08-01;102.21;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Martinique;;Produits manufacturés hors habillement et chaussures;Non;10607637
2022-08-01;147.93;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;;Énergie;Non;1759967
2022-09-01;359.7;A;Indice des prix à la consommation;Valeurs mensuelles;Base 100 en décembre 2006;Ensemble des ménages;Mayotte;;Tabac;Oui;1771748
2022-09-01;110.95;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ménages urbains dont le chef est ouvrier ou employé;France;02.1;Boissons alcoolisées;Non;1763367
2022-09-01;106.6;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;02.1.3.2;Autres bières alcoolisées;Non;1763502
2022-09-01;105.17;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;03.2.1.3;Chaussures pour nourrissons et enfants;Non;1763526
2022-09-01;138.37;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;04.5.4.9;Autres combustibles solides;Non;1763562
2022-09-01;114.03;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;05.2.0.9;Autres articles de maison en textile;Non;1763583
2022-09-01;99.29;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;05.3;Appareils ménagers;Non;1763584
2022-09-01;110.48;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;05.3.2.4;Grille pain et grils;Non;1763596
2022-09-01;110.94;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;05.4.0.3;Ustensiles et articles de cuisine non électriques;Non;1763604
2022-09-01;103.4;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;05.5.1;Gros outillage et matériel;Non;1763606
2022-09-01;117.23;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;05.6.2.1;Services domestiques fournis par du personnel salarié;Non;1763617
2022-09-01;99.19;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;05.6.2.3;Location de meubles et d'articles ménagers;Non;1763619
2022-09-01;101.21;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;06.1.3;Appareils et matériel thérapeutiques;Non;1763627
2022-09-01;99.51;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;07.3.5;Transport combiné de passagers;Non;1763679
2022-09-01;99.51;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;07.3.5.0;Transport combiné de passagers;Non;1763680
2022-09-01;98.6;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;08.3.0;Services de téléphonie et de télécopie;Non;1763693
2022-09-01;91.46;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;09.3.1.1;Jeux et passe-temps;Non;1763730
2022-09-01;109.34;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;09.3.1.2;Jouets et articles de fête;Non;1763731
2022-09-01;112.05;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;09.5.4.1;Articles en papier;Non;1763769
2022-09-01;110.4;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;12.5.4;Assurance transport;Non;1763823
2022-09-01;111.19;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;12.6.2;Autres services financiers n.c.a.;Non;1763826
2022-09-01;117.95;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;;Alimentation y compris restaurants, cantines, cafés;Non;1763856
2022-09-01;116.99;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.4;Lait, fromage et oeufs;Non;1763894
2022-09-01;125.07;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.5.2;Margarine et autres graisses végétales;Non;1763904
2022-09-01;118.12;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.6.3;Fruits secs et fruits à coque;Non;1763910
2022-09-01;113.62;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.2.1.1;Café;Non;1763934
2022-09-01;132.74;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;02;Boissons alcoolisées, tabac et stupéfiants;Non;1763941
2022-09-01;171.94;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;02.2.0.2;Cigares;Non;1763956
2022-09-01;100.65;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;03.1.3.2;Accessoires d'habillement;Non;1763968
2022-09-01;107.3;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;04.4.2;Collecte des ordures ménagères;Non;1763995
2022-09-01;114.82;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05.1;Meubles, articles d'ameublement, tapis et autres revêtements de sol;Non;1764015
2022-09-01;110.96;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05.6.1;Biens d'équipement ménager non durables;Non;1764062
2022-09-01;123.9;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;07.3.2.1;Transport de passagers par autobus et autocar;Non;1764120
2022-09-01;116.49;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;07.3.2.2;Transport de passagers en taxi ou voiture de location avec chauffeur;Non;1764121
2022-09-01;103.38;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;07.3.4.1;Transport maritime de passagers;Non;1764126
2022-09-01;80.12;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.1.3;Matériel de traitement de l'information;Non;1764157
2022-09-01;119.59;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.2;Autres biens durables à fonction récréative et culturelle;Non;1764167
2022-09-01;91.46;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.3.1.1;Jeux et passe-temps;Non;1764179
2022-09-01;110.46;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.3.1.2;Jouets et articles de fête;Non;1764180
2022-09-01;114.13;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.3.2.3;Réparation d'équipement de sport, de camping et de loisirs de plein air;Non;1764184
2022-09-01;116.02;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.3.4.1;Achat d'animaux domestiques;Non;1764189
2022-09-01;114.78;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;10.4.0;Enseignement supérieur;Non;1764228
2022-09-01;120.79;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;12.3.1.1;Bijouterie;Non;1764255
2022-09-01;101.59;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;Services : Communications;Non;1764308
2022-09-01;4.5;A;Indice d'inflation sous-jacente;Glissement annuel;Base 2015;Ensemble des ménages;France métropolitaine;;Ensemble;Non;1768593
2022-09-01;-0.7;A;Indice des prix à la consommation;Variations mensuelles;Base 2015;Ensemble des ménages;France;;Ensemble hors produits frais;Non;1768641
2022-09-01;0.5;A;Indice des prix à la consommation;Variations mensuelles;Base 2015;Ensemble des ménages;France;;Produits manufacturés hors habillement, biens durables et produits de santé;Non;1768644
2022-09-01;1.0;A;Indice des prix à la consommation;Variations mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;Produits manufacturés;Non;1768657
2022-09-01;109.44;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Guadeloupe;;Ensemble des produits;Non;1769691
2022-09-01;103.42;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Guadeloupe;;Produits manufacturés;Non;1769696
2022-09-01;104.7;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Guadeloupe;;Services : Transports et communications;Non;1769706
2022-09-01;103.21;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Guyane;;Autres produits manufacturés;Non;1769747
2022-10-01;114.96;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ménages urbains dont le chef est ouvrier ou employé;France;05.1;Meubles, articles d'ameublement, tapis et autres revêtements de sol;Non;1763378
2022-10-01;149.14;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ménages urbains dont le chef est ouvrier ou employé;France;08.1;Services postaux;Non;1763392
2022-10-01;119.7;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.1.2;Farines et autres céréales;Non;1763421
2022-10-01;132.92;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.3;Poissons et fruits de mer;Non;1763437
2022-10-01;144.82;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.3.1;Poissons frais;Non;1763438
2022-10-01;108.17;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;03.1.2.2;Vêtements pour femmes;Non;1763514
